没戏	没辙	0.03741491585969925
只管	尽管	0.06119145452976227
GDP	生产力	0.34696564078330994
包袱	段子	0.05896439030766487
由此	通过	0.08643123507499695
日期	时间	0.33149221539497375
爱面子	好高骛远	0.10727876424789429
严厉	严谨	0.18576717376708984
一方面	一边	0
托福	GRE	0.03662457689642906
亏	幸亏	0.148375004529953
蹩脚	差强人意	0
容易	顺利	-0.14260901510715485
悲喜	大悲大喜	-0.15000313520431519
老气	土气	-0.027079470455646515
狭隘	狭窄	0.15182943642139435
抄袭	克隆	0.11612067371606827
害臊	腼腆	-0.04512488842010498
幻境	红楼梦	0.01509170327335596
依稀	清晰	0.22815026342868805
权限	权力	0.2208448201417923
伟大	壮烈	-0.0007550144800916314
娇艳	幽美	0.056656379252672195
理解	理会	0.16850540041923523
酣睡	打鼾	-0.042866051197052
自然	环境	0.20450037717819214
振兴	建设	0.14890502393245697
节日	假日	0.11124487221240997
的哥	司机	0.20020845532417297
几乎	差点儿	-0.16336961090564728
江湖	红尘	-0.06788929551839828
路子	后门	0.14832401275634766
牛脾气	我行我素	0
物品	物质	0.34821122884750366
塞车	拥挤	-0.1203993484377861
面	首	-0.012407509610056877
冷僻	晦涩	0.1418222039937973
免费	便宜	0.00673051830381155
发票	账单	-0.1198795810341835
回收站	垃圾篓	0
典型	代表	-0.007909965701401234
必须	必需	0.10656027495861053
出神	发楞	0
琢磨	镂刻	0
身姿	身手	0.01648947410285473
质量	重量	0.022314874455332756
事变	后院起火	0.1868208795785904
大小	多少	0.11349284648895264
信物	证件	0.1615578830242157
牺牲	粉身碎骨	0.009170749224722385
豆蔻年华	黄金时代	0
血液	红细胞	0.2125871628522873
硅谷	中关村	0.14394371211528778
天赋	技能	-0.001305091311223805
酷	爽	0.04990416392683983
旅客	驴友	-0.03929372504353523
隆重	重要	0.10977917164564133
候选人	备胎	0.15214161574840546
平凡	平庸	0.02960927039384842
了不得	好	-0.002243618480861187
鸣谢	酬答	0
线路	行程	0.18367037177085876
多角度	多元化	-0.055007096379995346
要面子	虚荣心	0.11739680916070938
许可证	执照	0.23656558990478516
是非	方圆	0.2224186509847641
崛起	凸起	0.05239486321806908
工作日	开放日	0.019861042499542236
大	高	0.07536529749631882
吸引力	地磁力	0
右翼	左派	0.07955522835254669
和谐	平安	0.19598527252674103
商标	符号	0.21900905668735504
违纪	贪污	0.36462607979774475
环境	生态	0.5477200150489807
实践	进行	0.3398584723472595
买卖	营销	0.1493517905473709
合理	合理性	0.12396831065416336
辛勤	夜以继日	0.047589417546987534
手续	过程	0.0545271560549736
渣	废品	0.009344518184661865
高峰	山巅	0.11093172430992126
收费	缴纳	0.20641173422336578
享受	大快朵颐	-0.11622700840234756
怯懦	胆小鬼	0
杂事	闲事	0.06703552603721619
言语	语言	0.14735369384288788
借口	理由	0.1499212384223938
与	以及	0.19671469926834106
怯弱	狗熊	0.004438204690814018
惠顾	照顾	0
迷人	气质	0.36757078766822815
果粉	米粉	-0.022102203220129013
榜样	样子	-0.17350386083126068
愚钝	大智若愚	0
打假	扫黄	-0.02423444762825966
均衡	全面	0.3402905762195587
制约	收敛	0.2451222538948059
经营者	纳税人	-0.10389690846204758
瘦弱	苗条	0.13284920156002045
前途	道路	-0.1221659928560257
遛弯	走路	0.3457573652267456
爱心	慈善	0.23281235992908478
光盘	硬盘	0.10397424548864365
一体化	集成化	0
销魂	陶醉	-0.015328723005950451
光荣	流芳百世	-0.006218584254384041
观后感	影评	-0.03190826252102852
恼怒	愤慨	0.13753950595855713
帮助	赞助	-0.06144914776086807
拥戴	崇拜	-0.18257132172584534
扯淡	闲聊	0.1453455090522766
旅程	旅行	-0.05791191756725311
男孩	小伙子	0.32036519050598145
见解	意见	0.15058767795562744
穷苦	贫穷	-0.11800099164247513
生命	性命	0.09203755110502243
